wavelength_nm,value,class,source_image,sample_id
599.53,0.0269,forest,08,p408
602.73,0.0267,forest,08,p408
605.92,0.0286,forest,08,p408
609.12,0.026,forest,08,p408
612.32,0.0259,forest,08,p408
615.51,0.0256,forest,08,p408
618.71,0.0256,forest,08,p408
621.91,0.0251,forest,08,p408
625.1,0.0255,forest,08,p408
628.3,0.0254,forest,08,p408
631.5,0.0245,forest,08,p408
634.69,0.024,forest,08,p408
637.89,0.0253,forest,08,p408
641.09,0.0254,forest,08,p408
644.28,0.0247,forest,08,p408
647.48,0.0241,forest,08,p408
650.67,0.0222,forest,08,p408
653.87,0.0226,forest,08,p408
657.07,0.0211,forest,08,p408
660.27,0.0212,forest,08,p408
663.46,0.0205,forest,08,p408
666.66,0.023,forest,08,p408
669.85,0.0217,forest,08,p408
673.05,0.0208,forest,08,p408
676.25,0.0216,forest,08,p408
679.45,0.0204,forest,08,p408
682.64,0.0226,forest,08,p408
685.84,0.0245,forest,08,p408
689.03,0.0352,forest,08,p408
692.23,0.0459,forest,08,p408
695.43,0.0566,forest,08,p408
698.62,0.0672,forest,08,p408
701.82,0.0779,forest,08,p408
705.02,0.0886,forest,08,p408
708.21,0.0993,forest,08,p408
711.41,0.11,forest,08,p408
714.61,0.1207,forest,08,p408
717.8,0.1314,forest,08,p408
721.0,0.1421,forest,08,p408
724.2,0.1527,forest,08,p408
727.39,0.1634,forest,08,p408
730.59,0.1741,forest,08,p408
733.79,0.1848,forest,08,p408
736.98,0.1955,forest,08,p408
740.18,0.2062,forest,08,p408
743.38,0.2212,forest,08,p408
746.57,0.2329,forest,08,p408
749.77,0.2467,forest,08,p408
752.97,0.2518,forest,08,p408
756.16,0.2569,forest,08,p408
759.36,0.2619,forest,08,p408
762.56,0.267,forest,08,p408
765.75,0.2721,forest,08,p408
768.95,0.2772,forest,08,p408
772.15,0.2822,forest,08,p408
775.34,0.2863,forest,08,p408
778.54,0.2824,forest,08,p408
781.74,0.2892,forest,08,p408
784.93,0.2892,forest,08,p408
788.13,0.287,forest,08,p408
791.33,0.2884,forest,08,p408
794.52,0.2899,forest,08,p408
797.72,0.2914,forest,08,p408
800.92,0.2929,forest,08,p408
804.11,0.2944,forest,08,p408
807.31,0.2958,forest,08,p408
810.51,0.2973,forest,08,p408
813.7,0.2988,forest,08,p408
816.9,0.3003,forest,08,p408
820.1,0.3018,forest,08,p408
823.29,0.3032,forest,08,p408
826.49,0.3047,forest,08,p408
829.68,0.3062,forest,08,p408
832.88,0.3077,forest,08,p408
836.08,0.3091,forest,08,p408
839.28,0.3106,forest,08,p408
842.47,0.3121,forest,08,p408
845.67,0.3256,forest,08,p408
848.86,0.3299,forest,08,p408
852.06,0.3228,forest,08,p408
855.26,0.3267,forest,08,p408
858.46,0.3176,forest,08,p408
861.65,0.3302,forest,08,p408
864.85,0.3267,forest,08,p408
868.04,0.3243,forest,08,p408
871.24,0.3181,forest,08,p408
874.44,0.3294,forest,08,p408
877.63,0.3349,forest,08,p408
880.83,0.3376,forest,08,p408
884.03,0.3307,forest,08,p408
887.22,0.337,forest,08,p408
890.42,0.3305,forest,08,p408
893.62,0.3465,forest,08,p408
896.81,0.3471,forest,08,p408
900.01,0.3474,forest,08,p408
903.21,0.348,forest,08,p408
906.4,0.3479,forest,08,p408
909.6,0.348,forest,08,p408
912.8,0.3483,forest,08,p408
915.99,0.3482,forest,08,p408
919.19,0.3477,forest,08,p408
922.39,0.347,forest,08,p408
925.58,0.3466,forest,08,p408
928.78,0.3462,forest,08,p408
931.98,0.3457,forest,08,p408
935.17,0.3439,forest,08,p408
938.37,0.3425,forest,08,p408
941.57,0.3413,forest,08,p408
944.76,0.3406,forest,08,p408
947.96,0.3394,forest,08,p408
951.16,0.3379,forest,08,p408
954.35,0.3365,forest,08,p408
957.55,0.3357,forest,08,p408
960.75,0.3352,forest,08,p408
963.94,0.3346,forest,08,p408
967.14,0.3341,forest,08,p408
970.1,0.3336,forest,08,p408
975.54,0.3334,forest,08,p408
980.98,0.3332,forest,08,p408
986.42,0.3339,forest,08,p408
991.86,0.3345,forest,08,p408
997.3,0.3345,forest,08,p408
1002.74,0.3377,forest,08,p408
1008.18,0.3422,forest,08,p408
1013.62,0.3481,forest,08,p408
1019.06,0.3584,forest,08,p408
1024.5,0.3595,forest,08,p408
1029.95,0.3591,forest,08,p408
1035.39,0.3559,forest,08,p408
1040.83,0.3567,forest,08,p408
1046.27,0.363,forest,08,p408
1051.71,0.3707,forest,08,p408
1057.15,0.3809,forest,08,p408
1062.59,0.3835,forest,08,p408
1068.03,0.3829,forest,08,p408
1073.47,0.3746,forest,08,p408
1078.91,0.3768,forest,08,p408
1084.35,0.3771,forest,08,p408
1089.79,0.3687,forest,08,p408
1095.23,0.364,forest,08,p408
1100.67,0.3607,forest,08,p408
1106.11,0.3564,forest,08,p408
1111.55,0.352,forest,08,p408
1116.99,0.3464,forest,08,p408
1122.43,0.3402,forest,08,p408
1127.87,0.3337,forest,08,p408
1133.32,0.3256,forest,08,p408
1138.76,0.3143,forest,08,p408
1144.2,0.3026,forest,08,p408
1149.64,0.2926,forest,08,p408
1155.08,0.2845,forest,08,p408
1160.52,0.2773,forest,08,p408
1165.96,0.271,forest,08,p408
1171.4,0.2659,forest,08,p408
1176.84,0.2612,forest,08,p408
1182.28,0.2574,forest,08,p408
1187.72,0.2615,forest,08,p408
1193.16,0.2656,forest,08,p408
1198.6,0.2847,forest,08,p408
1204.04,0.2718,forest,08,p408
1209.48,0.2773,forest,08,p408
1214.92,0.2778,forest,08,p408
1220.36,0.2848,forest,08,p408
1225.8,0.2914,forest,08,p408
1231.24,0.296,forest,08,p408
1236.69,0.3063,forest,08,p408
1242.13,0.3061,forest,08,p408
1247.57,0.314,forest,08,p408
1253.01,0.3153,forest,08,p408
1258.45,0.3292,forest,08,p408
1263.89,0.3343,forest,08,p408
1269.33,0.3222,forest,08,p408
1274.77,0.3075,forest,08,p408
1280.21,0.3199,forest,08,p408
1285.65,0.3164,forest,08,p408
1291.09,0.3194,forest,08,p408
1296.53,0.3212,forest,08,p408
1301.97,0.3203,forest,08,p408
1307.41,0.3108,forest,08,p408
1312.85,0.3075,forest,08,p408
1318.29,0.2811,forest,08,p408
1323.73,0.2793,forest,08,p408
1329.17,0.3248,forest,08,p408
1334.61,0.3075,forest,08,p408
1340.06,0.2952,forest,08,p408
1345.5,0.2832,forest,08,p408
1350.94,0.2674,forest,08,p408
1356.38,0.2516,forest,08,p408
1361.82,0.2369,forest,08,p408
1367.26,0.2238,forest,08,p408
1372.7,0.211,forest,08,p408
1378.14,0.1946,forest,08,p408
1383.58,0.1762,forest,08,p408
1389.02,0.1587,forest,08,p408
1394.46,0.142,forest,08,p408
1399.9,0.1262,forest,08,p408
1405.34,0.1138,forest,08,p408
1410.78,0.1025,forest,08,p408
1416.22,0.0919,forest,08,p408
1421.66,0.0845,forest,08,p408
1427.1,0.0778,forest,08,p408
1432.54,0.0721,forest,08,p408
1437.98,0.068,forest,08,p408
1443.43,0.0638,forest,08,p408
1448.87,0.061,forest,08,p408
1454.31,0.0583,forest,08,p408
1459.75,0.0556,forest,08,p408
1465.19,0.0538,forest,08,p408
1470.63,0.0513,forest,08,p408
1476.07,0.0481,forest,08,p408
1481.51,0.0442,forest,08,p408
1486.95,0.0444,forest,08,p408
1492.39,0.0446,forest,08,p408
1497.83,0.0497,forest,08,p408
1503.27,0.0582,forest,08,p408
1508.71,0.0582,forest,08,p408
1514.15,0.0691,forest,08,p408
1519.59,0.0719,forest,08,p408
1525.03,0.0777,forest,08,p408
1530.47,0.0811,forest,08,p408
1535.91,0.0864,forest,08,p408
1541.35,0.0917,forest,08,p408
1546.8,0.0959,forest,08,p408
1552.24,0.1015,forest,08,p408
1557.68,0.1043,forest,08,p408
1563.12,0.106,forest,08,p408
1568.56,0.1154,forest,08,p408
1574.0,0.1137,forest,08,p408
1579.44,0.1149,forest,08,p408
1584.88,0.1177,forest,08,p408
1590.32,0.1218,forest,08,p408
1595.76,0.1233,forest,08,p408
1601.2,0.129,forest,08,p408
1606.64,0.1297,forest,08,p408
1612.08,0.135,forest,08,p408
1617.52,0.1324,forest,08,p408
1622.96,0.1349,forest,08,p408
1628.4,0.1418,forest,08,p408
1633.84,0.1422,forest,08,p408
1639.28,0.1449,forest,08,p408
1644.72,0.1458,forest,08,p408
1650.17,0.1443,forest,08,p408
1655.61,0.1436,forest,08,p408
1661.05,0.1472,forest,08,p408
1666.49,0.1445,forest,08,p408
1671.93,0.1447,forest,08,p408
1677.37,0.1477,forest,08,p408
1682.81,0.1475,forest,08,p408
1688.25,0.1447,forest,08,p408
1693.69,0.1437,forest,08,p408
1699.13,0.1408,forest,08,p408
1704.57,0.1371,forest,08,p408
1710.01,0.1362,forest,08,p408
1715.45,0.1334,forest,08,p408
1720.89,0.1319,forest,08,p408
1726.33,0.1275,forest,08,p408
1731.77,0.123,forest,08,p408
1737.21,0.1261,forest,08,p408
1742.65,0.1233,forest,08,p408
1748.09,0.1241,forest,08,p408
1753.54,0.1218,forest,08,p408
1758.98,0.1187,forest,08,p408
1764.42,0.1155,forest,08,p408
1769.86,0.1074,forest,08,p408
1775.3,0.1093,forest,08,p408
1780.74,0.1019,forest,08,p408
1786.18,0.0987,forest,08,p408
1791.62,0.0955,forest,08,p408
1797.06,0.0922,forest,08,p408
1802.5,0.0877,forest,08,p408
1807.94,0.072,forest,08,p408
1813.38,0.0569,forest,08,p408
1818.82,0.0424,forest,08,p408
1824.26,0.0286,forest,08,p408
1829.7,0.0254,forest,08,p408
1835.14,0.0238,forest,08,p408
1840.58,0.0223,forest,08,p408
1846.02,0.0208,forest,08,p408
1851.46,0.0196,forest,08,p408
1856.91,0.0187,forest,08,p408
1862.35,0.0179,forest,08,p408
1867.79,0.0172,forest,08,p408
1873.23,0.0164,forest,08,p408
1878.67,0.0156,forest,08,p408
1884.11,0.0147,forest,08,p408
1889.55,0.0139,forest,08,p408
1894.99,0.0131,forest,08,p408
1900.43,0.0123,forest,08,p408
1905.87,0.0121,forest,08,p408
1911.31,0.0119,forest,08,p408
1916.75,0.0116,forest,08,p408
1922.19,0.0115,forest,08,p408
1927.63,0.0115,forest,08,p408
1933.07,0.0114,forest,08,p408
1938.51,0.0113,forest,08,p408
1943.95,0.0112,forest,08,p408
1949.39,0.011,forest,08,p408
1954.83,0.0114,forest,08,p408
1960.28,0.0116,forest,08,p408
1965.72,0.0117,forest,08,p408
1971.16,0.0114,forest,08,p408
1976.6,0.011,forest,08,p408
1982.04,0.0106,forest,08,p408
1987.48,0.0157,forest,08,p408
1992.92,0.0208,forest,08,p408
1998.36,0.0252,forest,08,p408
2003.8,0.0378,forest,08,p408
2009.24,0.0314,forest,08,p408
2014.68,0.0406,forest,08,p408
2020.12,0.0421,forest,08,p408
2025.56,0.0351,forest,08,p408
2031.0,0.0328,forest,08,p408
2036.44,0.0333,forest,08,p408
2041.88,0.0345,forest,08,p408
2047.32,0.0304,forest,08,p408
2052.76,0.0382,forest,08,p408
2058.2,0.0381,forest,08,p408
2063.65,0.0383,forest,08,p408
2069.09,0.0399,forest,08,p408
2074.53,0.0414,forest,08,p408
2079.97,0.0411,forest,08,p408
2085.41,0.0419,forest,08,p408
2090.85,0.0416,forest,08,p408
2096.29,0.0423,forest,08,p408
2101.73,0.0462,forest,08,p408
2107.17,0.0458,forest,08,p408
2112.61,0.0469,forest,08,p408
2118.05,0.0466,forest,08,p408
2123.49,0.0479,forest,08,p408
2128.93,0.0476,forest,08,p408
2134.37,0.0502,forest,08,p408
2139.81,0.05,forest,08,p408
2145.25,0.0475,forest,08,p408
2150.69,0.0522,forest,08,p408
2156.13,0.0517,forest,08,p408
2161.57,0.0502,forest,08,p408
2167.02,0.0554,forest,08,p408
2172.46,0.0539,forest,08,p408
2177.9,0.0513,forest,08,p408
2183.34,0.0538,forest,08,p408
2188.78,0.0598,forest,08,p408
2194.22,0.0581,forest,08,p408
2199.66,0.0623,forest,08,p408
2205.1,0.0625,forest,08,p408
2210.54,0.0623,forest,08,p408
2215.98,0.0585,forest,08,p408
2221.42,0.061,forest,08,p408
2226.86,0.0567,forest,08,p408
2232.3,0.0587,forest,08,p408
2237.74,0.0603,forest,08,p408
2243.18,0.0541,forest,08,p408
2248.62,0.0517,forest,08,p408
2254.06,0.0546,forest,08,p408
2259.5,0.0542,forest,08,p408
2264.94,0.051,forest,08,p408
2270.39,0.0495,forest,08,p408
2275.83,0.0453,forest,08,p408
2281.27,0.047,forest,08,p408
2286.71,0.0457,forest,08,p408
2292.15,0.0472,forest,08,p408
2297.59,0.0438,forest,08,p408
2303.03,0.0471,forest,08,p408
2308.47,0.0419,forest,08,p408
2313.91,0.0379,forest,08,p408
2319.35,0.0427,forest,08,p408
2324.79,0.0375,forest,08,p408
2330.23,0.0352,forest,08,p408
2335.67,0.031,forest,08,p408
2341.11,0.0382,forest,08,p408
2346.55,0.0346,forest,08,p408
2351.99,0.0391,forest,08,p408
2357.43,0.0318,forest,08,p408
2362.87,0.0276,forest,08,p408
2368.32,0.0327,forest,08,p408
2373.76,0.0371,forest,08,p408
2379.2,0.0345,forest,08,p408
2384.64,0.0405,forest,08,p408
2390.08,0.041,forest,08,p408
2395.52,0.0336,forest,08,p408
2400.96,0.0301,forest,08,p408
2406.4,0.0363,forest,08,p408
2411.84,0.0308,forest,08,p408
2417.28,0.0351,forest,08,p408
2422.72,0.0384,forest,08,p408
2428.16,0.0345,forest,08,p408
2433.6,0.056,forest,08,p408
2439.04,0.015,forest,08,p408
2444.48,0.0259,forest,08,p408
2449.92,0.0612,forest,08,p408
2455.36,0.0182,forest,08,p408
2460.8,0.0472,forest,08,p408
2466.24,0.0629,forest,08,p408
2471.69,0.0908,forest,08,p408
2477.13,0.1296,forest,08,p408
2482.57,0.1912,forest,08,p408
2488.01,0.2217,forest,08,p408
2493.45,0.6565,forest,08,p408
2498.89,0.2665,forest,08,p408
414.13,0.047,crops,08,p108
417.32,0.0505,crops,08,p108
420.52,0.0541,crops,08,p108
423.72,0.0524,crops,08,p108
426.91,0.056,crops,08,p108
430.11,0.0588,crops,08,p108
433.31,0.0521,crops,08,p108
436.5,0.0551,crops,08,p108
439.7,0.0543,crops,08,p108
442.9,0.0577,crops,08,p108
446.09,0.058,crops,08,p108
449.29,0.0588,crops,08,p108
452.49,0.0614,crops,08,p108
455.68,0.0621,crops,08,p108
458.88,0.0662,crops,08,p108
462.08,0.0683,crops,08,p108
465.27,0.0674,crops,08,p108
468.47,0.0678,crops,08,p108
471.67,0.0711,crops,08,p108
474.86,0.0708,crops,08,p108
478.06,0.073,crops,08,p108
481.26,0.0744,crops,08,p108
484.45,0.0768,crops,08,p108
487.65,0.0773,crops,08,p108
490.85,0.0738,crops,08,p108
494.04,0.0772,crops,08,p108
497.24,0.079,crops,08,p108
500.43,0.0844,crops,08,p108
503.63,0.0812,crops,08,p108
506.83,0.0831,crops,08,p108
510.03,0.0849,crops,08,p108
513.22,0.0876,crops,08,p108
516.42,0.0931,crops,08,p108
519.61,0.0874,crops,08,p108
522.81,0.0907,crops,08,p108
526.01,0.0916,crops,08,p108
529.2,0.091,crops,08,p108
532.4,0.0946,crops,08,p108
535.6,0.101,crops,08,p108
538.79,0.1027,crops,08,p108
541.99,0.1018,crops,08,p108
545.19,0.1015,crops,08,p108
548.38,0.1063,crops,08,p108
551.58,0.1056,crops,08,p108
554.78,0.1084,crops,08,p108
557.97,0.1119,crops,08,p108
561.17,0.1101,crops,08,p108
564.37,0.1113,crops,08,p108
567.56,0.1119,crops,08,p108
570.76,0.1124,crops,08,p108
573.96,0.1139,crops,08,p108
577.15,0.1148,crops,08,p108
580.35,0.1155,crops,08,p108
583.55,0.1189,crops,08,p108
586.74,0.1216,crops,08,p108
589.94,0.1252,crops,08,p108
593.14,0.1231,crops,08,p108
596.33,0.1241,crops,08,p108
599.53,0.1242,crops,08,p108
602.73,0.1276,crops,08,p108
605.92,0.1282,crops,08,p108
609.12,0.1302,crops,08,p108
612.32,0.1275,crops,08,p108
615.51,0.1324,crops,08,p108
618.71,0.1302,crops,08,p108
621.91,0.1331,crops,08,p108
625.1,0.1404,crops,08,p108
628.3,0.1372,crops,08,p108
631.5,0.1374,crops,08,p108
634.69,0.1386,crops,08,p108
637.89,0.1368,crops,08,p108
641.09,0.141,crops,08,p108
644.28,0.1438,crops,08,p108
647.48,0.1476,crops,08,p108
650.67,0.1434,crops,08,p108
653.87,0.1421,crops,08,p108
657.07,0.1464,crops,08,p108
660.27,0.1385,crops,08,p108
663.46,0.1438,crops,08,p108
666.66,0.1461,crops,08,p108
669.85,0.1497,crops,08,p108
673.05,0.1505,crops,08,p108
676.25,0.1524,crops,08,p108
679.45,0.1483,crops,08,p108
682.64,0.1526,crops,08,p108
685.84,0.1673,crops,08,p108
689.03,0.1681,crops,08,p108
692.23,0.1688,crops,08,p108
695.43,0.1696,crops,08,p108
698.62,0.1703,crops,08,p108
701.82,0.171,crops,08,p108
705.02,0.1718,crops,08,p108
708.21,0.1725,crops,08,p108
711.41,0.1732,crops,08,p108
714.61,0.174,crops,08,p108
717.8,0.1747,crops,08,p108
721.0,0.1754,crops,08,p108
724.2,0.1762,crops,08,p108
727.39,0.1769,crops,08,p108
730.59,0.1776,crops,08,p108
733.79,0.1784,crops,08,p108
736.98,0.1791,crops,08,p108
740.18,0.1799,crops,08,p108
743.38,0.1826,crops,08,p108
746.57,0.1855,crops,08,p108
749.77,0.1882,crops,08,p108
752.97,0.1894,crops,08,p108
756.16,0.1906,crops,08,p108
759.36,0.1918,crops,08,p108
762.56,0.193,crops,08,p108
765.75,0.1942,crops,08,p108
768.95,0.1954,crops,08,p108
772.15,0.1966,crops,08,p108
775.34,0.1946,crops,08,p108
778.54,0.1994,crops,08,p108
781.74,0.2008,crops,08,p108
784.93,0.1994,crops,08,p108
788.13,0.2031,crops,08,p108
791.33,0.204,crops,08,p108
794.52,0.2049,crops,08,p108
797.72,0.2058,crops,08,p108
800.92,0.2067,crops,08,p108
804.11,0.2076,crops,08,p108
807.31,0.2084,crops,08,p108
810.51,0.2093,crops,08,p108
813.7,0.2102,crops,08,p108
816.9,0.2111,crops,08,p108
820.1,0.212,crops,08,p108
823.29,0.2129,crops,08,p108
826.49,0.2138,crops,08,p108
829.68,0.2146,crops,08,p108
832.88,0.2155,crops,08,p108
836.08,0.2164,crops,08,p108
839.28,0.2173,crops,08,p108
842.47,0.2182,crops,08,p108
845.67,0.2209,crops,08,p108
848.86,0.2213,crops,08,p108
852.06,0.2203,crops,08,p108
855.26,0.2244,crops,08,p108
858.46,0.2181,crops,08,p108
861.65,0.2183,crops,08,p108
864.85,0.24,crops,08,p108
868.04,0.2177,crops,08,p108
871.24,0.2248,crops,08,p108
874.44,0.2136,crops,08,p108
877.63,0.219,crops,08,p108
880.83,0.2234,crops,08,p108
884.03,0.2238,crops,08,p108
887.22,0.2228,crops,08,p108
890.42,0.2201,crops,08,p108
893.62,0.2253,crops,08,p108
896.81,0.2251,crops,08,p108
900.01,0.2253,crops,08,p108
903.21,0.2253,crops,08,p108
906.4,0.2256,crops,08,p108
909.6,0.2257,crops,08,p108
912.8,0.2259,crops,08,p108
915.99,0.2261,crops,08,p108
919.19,0.2264,crops,08,p108
922.39,0.2268,crops,08,p108
925.58,0.2271,crops,08,p108
928.78,0.2274,crops,08,p108
931.98,0.2277,crops,08,p108
935.17,0.2281,crops,08,p108
938.37,0.2285,crops,08,p108
941.57,0.2288,crops,08,p108
944.76,0.2291,crops,08,p108
947.96,0.2295,crops,08,p108
951.16,0.2301,crops,08,p108
954.35,0.2306,crops,08,p108
957.55,0.2309,crops,08,p108
960.75,0.2311,crops,08,p108
963.94,0.2313,crops,08,p108
967.14,0.2315,crops,08,p108
970.1,0.2316,crops,08,p108
975.54,0.2317,crops,08,p108
980.98,0.2319,crops,08,p108
986.42,0.2318,crops,08,p108
991.86,0.2318,crops,08,p108
997.3,0.2322,crops,08,p108
1002.74,0.2329,crops,08,p108
1008.18,0.2368,crops,08,p108
1013.62,0.2396,crops,08,p108
1019.06,0.2421,crops,08,p108
1024.5,0.2428,crops,08,p108
1029.95,0.2415,crops,08,p108
1035.39,0.2401,crops,08,p108
1040.83,0.2417,crops,08,p108
1046.27,0.2438,crops,08,p108
1051.71,0.2471,crops,08,p108
1057.15,0.2488,crops,08,p108
1062.59,0.2514,crops,08,p108
1068.03,0.2525,crops,08,p108
1073.47,0.2482,crops,08,p108
1078.91,0.2423,crops,08,p108
1084.35,0.2415,crops,08,p108
1089.79,0.2429,crops,08,p108
1095.23,0.2434,crops,08,p108
1100.67,0.2435,crops,08,p108
1106.11,0.2438,crops,08,p108
1111.55,0.2442,crops,08,p108
1116.99,0.2448,crops,08,p108
1122.43,0.2452,crops,08,p108
1127.87,0.2452,crops,08,p108
1133.32,0.2454,crops,08,p108
1138.76,0.2464,crops,08,p108
1144.2,0.2476,crops,08,p108
1149.64,0.2484,crops,08,p108
1155.08,0.2485,crops,08,p108
1160.52,0.2484,crops,08,p108
1165.96,0.2486,crops,08,p108
1171.4,0.2486,crops,08,p108
1176.84,0.2485,crops,08,p108
1182.28,0.2488,crops,08,p108
1187.72,0.2521,crops,08,p108
1193.16,0.2553,crops,08,p108
1198.6,0.2554,crops,08,p108
1204.04,0.2563,crops,08,p108
1209.48,0.2654,crops,08,p108
1214.92,0.271,crops,08,p108
1220.36,0.2713,crops,08,p108
1225.8,0.2785,crops,08,p108
1231.24,0.2804,crops,08,p108
1236.69,0.2805,crops,08,p108
1242.13,0.2808,crops,08,p108
1247.57,0.283,crops,08,p108
1253.01,0.2832,crops,08,p108
1258.45,0.275,crops,08,p108
1263.89,0.2788,crops,08,p108
1269.33,0.2991,crops,08,p108
1274.77,0.2907,crops,08,p108
1280.21,0.293,crops,08,p108
1285.65,0.2886,crops,08,p108
1291.09,0.2846,crops,08,p108
1296.53,0.2804,crops,08,p108
1301.97,0.2757,crops,08,p108
1307.41,0.2708,crops,08,p108
1312.85,0.2695,crops,08,p108
1318.29,0.2611,crops,08,p108
1323.73,0.2507,crops,08,p108
1329.17,0.2414,crops,08,p108
1334.61,0.2405,crops,08,p108
1340.06,0.239,crops,08,p108
1345.5,0.2372,crops,08,p108
1350.94,0.2351,crops,08,p108
1356.38,0.2329,crops,08,p108
1361.82,0.2306,crops,08,p108
1367.26,0.2285,crops,08,p108
1372.7,0.2267,crops,08,p108
1378.14,0.2251,crops,08,p108
1383.58,0.2238,crops,08,p108
1389.02,0.2227,crops,08,p108
1394.46,0.2219,crops,08,p108
1399.9,0.2212,crops,08,p108
1405.34,0.2205,crops,08,p108
1410.78,0.2199,crops,08,p108
1416.22,0.2193,crops,08,p108
1421.66,0.2187,crops,08,p108
1427.1,0.2181,crops,08,p108
1432.54,0.2177,crops,08,p108
1437.98,0.2175,crops,08,p108
1443.43,0.2175,crops,08,p108
1448.87,0.2178,crops,08,p108
1454.31,0.2183,crops,08,p108
1459.75,0.2191,crops,08,p108
1465.19,0.2199,crops,08,p108
1470.63,0.2208,crops,08,p108
1476.07,0.2215,crops,08,p108
1481.51,0.2219,crops,08,p108
1486.95,0.2217,crops,08,p108
1492.39,0.2216,crops,08,p108
1497.83,0.2271,crops,08,p108
1503.27,0.2327,crops,08,p108
1508.71,0.2332,crops,08,p108
1514.15,0.2524,crops,08,p108
1519.59,0.2573,crops,08,p108
1525.03,0.2579,crops,08,p108
1530.47,0.2623,crops,08,p108
1535.91,0.2694,crops,08,p108
1541.35,0.2755,crops,08,p108
1546.8,0.2785,crops,08,p108
1552.24,0.2786,crops,08,p108
1557.68,0.2831,crops,08,p108
1563.12,0.2757,crops,08,p108
1568.56,0.2901,crops,08,p108
1574.0,0.2849,crops,08,p108
1579.44,0.2825,crops,08,p108
1584.88,0.2802,crops,08,p108
1590.32,0.2821,crops,08,p108
1595.76,0.279,crops,08,p108
1601.2,0.2934,crops,08,p108
1606.64,0.295,crops,08,p108
1612.08,0.3045,crops,08,p108
1617.52,0.2885,crops,08,p108
1622.96,0.295,crops,08,p108
1628.4,0.2954,crops,08,p108
1633.84,0.2954,crops,08,p108
1639.28,0.3001,crops,08,p108
1644.72,0.2989,crops,08,p108
1650.17,0.3003,crops,08,p108
1655.61,0.3004,crops,08,p108
1661.05,0.3021,crops,08,p108
1666.49,0.3008,crops,08,p108
1671.93,0.3013,crops,08,p108
1677.37,0.305,crops,08,p108
1682.81,0.3047,crops,08,p108
1688.25,0.2999,crops,08,p108
1693.69,0.2996,crops,08,p108
1699.13,0.3005,crops,08,p108
1704.57,0.2977,crops,08,p108
1710.01,0.2979,crops,08,p108
1715.45,0.2969,crops,08,p108
1720.89,0.2939,crops,08,p108
1726.33,0.2928,crops,08,p108
1731.77,0.2852,crops,08,p108
1737.21,0.2958,crops,08,p108
1742.65,0.2862,crops,08,p108
1748.09,0.2913,crops,08,p108
1753.54,0.2877,crops,08,p108
1758.98,0.2829,crops,08,p108
1764.42,0.2802,crops,08,p108
1769.86,0.2576,crops,08,p108
1775.3,0.2607,crops,08,p108
1780.74,0.2588,crops,08,p108
1786.18,0.2565,crops,08,p108
1791.62,0.254,crops,08,p108
1797.06,0.2513,crops,08,p108
1802.5,0.2484,crops,08,p108
1807.94,0.2454,crops,08,p108
1813.38,0.2424,crops,08,p108
1818.82,0.2394,crops,08,p108
1824.26,0.2366,crops,08,p108
1829.7,0.2338,crops,08,p108
1835.14,0.2312,crops,08,p108
1840.58,0.2288,crops,08,p108
1846.02,0.2266,crops,08,p108
1851.46,0.2245,crops,08,p108
1856.91,0.2226,crops,08,p108
1862.35,0.2207,crops,08,p108
1867.79,0.219,crops,08,p108
1873.23,0.2173,crops,08,p108
1878.67,0.2156,crops,08,p108
1884.11,0.2139,crops,08,p108
1889.55,0.2122,crops,08,p108
1894.99,0.2105,crops,08,p108
1900.43,0.2088,crops,08,p108
1905.87,0.2072,crops,08,p108
1911.31,0.2056,crops,08,p108
1916.75,0.2042,crops,08,p108
1922.19,0.2028,crops,08,p108
1927.63,0.2016,crops,08,p108
1933.07,0.2005,crops,08,p108
1938.51,0.1996,crops,08,p108
1943.95,0.1987,crops,08,p108
1949.39,0.1979,crops,08,p108
1954.83,0.1972,crops,08,p108
1960.28,0.1965,crops,08,p108
1965.72,0.1957,crops,08,p108
1971.16,0.1949,crops,08,p108
1976.6,0.1938,crops,08,p108
1982.04,0.1926,crops,08,p108
1987.48,0.1911,crops,08,p108
1992.92,0.1895,crops,08,p108
1998.36,0.2137,crops,08,p108
2003.8,0.2315,crops,08,p108
2009.24,0.1806,crops,08,p108
2014.68,0.1968,crops,08,p108
2020.12,0.1753,crops,08,p108
2025.56,0.1943,crops,08,p108
2031.0,0.2043,crops,08,p108
2036.44,0.2165,crops,08,p108
2041.88,0.223,crops,08,p108
2047.32,0.2267,crops,08,p108
2052.76,0.2339,crops,08,p108
2058.2,0.2052,crops,08,p108
2063.65,0.2194,crops,08,p108
2069.09,0.2068,crops,08,p108
2074.53,0.208,crops,08,p108
2079.97,0.2097,crops,08,p108
2085.41,0.2162,crops,08,p108
2090.85,0.2185,crops,08,p108
2096.29,0.2184,crops,08,p108
2101.73,0.2225,crops,08,p108
2107.17,0.2171,crops,08,p108
2112.61,0.2227,crops,08,p108
2118.05,0.2208,crops,08,p108
2123.49,0.223,crops,08,p108
2128.93,0.226,crops,08,p108
2134.37,0.2296,crops,08,p108
2139.81,0.2322,crops,08,p108
2145.25,0.2341,crops,08,p108
2150.69,0.2377,crops,08,p108
2156.13,0.2312,crops,08,p108
2161.57,0.2405,crops,08,p108
2167.02,0.2354,crops,08,p108
2172.46,0.2343,crops,08,p108
2177.9,0.2385,crops,08,p108
2183.34,0.2328,crops,08,p108
2188.78,0.2277,crops,08,p108
